./samples/positive/warden-fullbody/IMG_20171107_131705.jpg_0000_2056_0812_0124_0220.png 1 0 0 124 220
./samples/positive/warden-fullbody/IMG_20180605_110334.jpg_0000_2176_1072_0164_0188.png 1 0 0 164 188
./samples/positive/warden-fullbody/IMG_20171103_141614_01.jpg_0000_2824_1096_0132_0200.png 1 0 0 132 200
./samples/positive/warden-fullbody/IMG_20180514_112444.jpg_0000_1912_1136_0148_0324.png 1 0 0 148 324
./samples/positive/warden-fullbody/IMG_20171120_162511.jpg_0000_2192_1264_0148_0368.png 1 0 0 148 368
./samples/positive/warden-fullbody/IMG_20180605_110332.jpg_0000_2588_0948_0152_0200.png 1 0 0 152 200
./samples/positive/warden-fullbody/IMG_20171103_141604.jpg_0000_1872_1468_0224_0340.png 1 0 0 224 340
./samples/positive/warden-fullbody/IMG_20171103_141512.jpg_0000_2224_1148_0136_0336.png 1 0 0 136 336
./samples/positive/warden-fullbody/IMG_20170929_094922.jpg_0000_2056_1008_0120_0188.png 1 0 0 120 188
./samples/positive/warden-fullbody/IMG_20180605_090654.jpg_0000_2992_1076_0156_0256.png 1 0 0 156 256
./samples/positive/warden-fullbody/IMG_20180420_115641.jpg_0000_2692_1168_0136_0252.png 1 0 0 136 252
./samples/positive/warden-fullbody/IMG_20180514_112445.jpg_0000_1884_1212_0172_0368.png 1 0 0 172 368
./samples/positive/warden-fullbody/IMG_20180605_090653_01.jpg_0000_2424_1212_0196_0236.png 1 0 0 196 236
./samples/positive/warden-fullbody/IMG_20171107_155039.jpg_0000_1952_1460_0168_0256.png 1 0 0 168 256
./samples/positive/warden-fullbody/IMG_20180420_115638_01.jpg_0000_2648_1032_0164_0224.png 1 0 0 164 224
./samples/positive/warden-fullbody/IMG_20171030_103701.jpg_0000_1728_1488_0168_0228.png 1 0 0 168 228
./samples/positive/warden-fullbody/IMG_20170928_142032.jpg_0000_2120_0172_0636_1848.png 1 0 0 636 1848
./samples/positive/warden-fullbody/IMG_20180605_090653.jpg_0000_2216_1400_0188_0236.png 1 0 0 188 236
./samples/positive/warden-fullbody/IMG_20171103_141614.jpg_0000_2696_1120_0148_0236.png 1 0 0 148 236
./samples/positive/warden-fullbody/IMG_20180420_115638.jpg_0000_2540_1100_0172_0276.png 1 0 0 172 276
./samples/positive/warden-fullbody/IMG_20180521_085302.jpg_0000_3384_0728_0104_0160.png 1 0 0 104 160
./samples/positive/warden-fullbody/IMG_20170929_094909.jpg_0000_1992_1124_0104_0196.png 1 0 0 104 196
./samples/positive/warden-fullbody/IMG_20171106_140507.jpg_0000_2716_0952_0108_0164.png 1 0 0 108 164
./samples/positive/warden-fullbody/IMG_20171103_141607.jpg_0000_2196_1164_0192_0332.png 1 0 0 192 332
./samples/positive/warden-fullbody/IMG_20171107_155030_01.jpg_0000_1868_1428_0132_0184.png 1 0 0 132 184
./samples/positive/warden-fullbody/IMG_20171107_155029.jpg_0000_2368_1388_0132_0200.png 1 0 0 132 200
./samples/positive/warden-fullbody/IMG_20180605_090656_01.jpg_0000_1508_0592_0188_0236.png 1 0 0 188 236
./samples/positive/warden-fullbody/IMG_20171107_131704_01.jpg_0000_2344_0840_0148_0264.png 1 0 0 148 264
./samples/positive/warden-fullbody/IMG_20180605_110336.jpg_0000_2048_1040_0120_0188.png 1 0 0 120 188
./samples/positive/warden-fullbody/IMG_20171030_103652.jpg_0000_2284_1356_0184_0332.png 1 0 0 184 332
./samples/positive/warden-fullbody/IMG_20171103_141606.jpg_0000_2184_1304_0172_0312.png 1 0 0 172 312
./samples/positive/warden-fullbody/IMG_20170929_095011.jpg_0000_2556_1376_0216_0332.png 1 0 0 216 332
./samples/positive/warden-fullbody/IMG_20180605_090655.jpg_0000_2396_1208_0180_0208.png 1 0 0 180 208
./samples/positive/warden-fullbody/IMG_20171106_140504.jpg_0000_2456_0876_0104_0212.png 1 0 0 104 212
./samples/positive/warden-fullbody/IMG_20170929_094958.jpg_0000_2356_1012_0096_0164.png 1 0 0 96 164
./samples/positive/warden-fullbody/IMG_20180122_111348.jpg_0000_2176_1052_0132_0180.png 1 0 0 132 180
./samples/positive/warden-fullbody/IMG_20171103_141607_01.jpg_0000_2236_1092_0188_0296.png 1 0 0 188 296
./samples/positive/warden-fullbody/IMG_20170929_094923.jpg_0000_1884_0888_0100_0204.png 1 0 0 100 204
./samples/positive/warden-fullbody/IMG_20171103_141609.jpg_0000_2112_1240_0156_0260.png 1 0 0 156 260
